lr,svm,rf,nn,xgboost,true_label
0.23490455097701632,0.2742084262788614,0.4122142857142857,0.004326718108472488,0.23409873,1
0.790406175390494,0.8142028958287119,0.8001111111111111,0.23492539873261947,0.9605943,1
0.8990554637704249,0.8999279842391701,0.8863333333333333,0.9999999737374112,0.9914486,1
0.448373074356803,0.3473808152000695,0.5244761904761905,0.493557985693247,0.5669093,1
0.8207858221162749,0.8542017268984696,0.7870000000000001,0.9999983031698545,0.9956666,1
0.8191859715016618,0.9101560088273465,0.7542222222222221,0.9999741935772177,0.7405165,1
0.6619048126500583,0.6718534929065838,0.6367777777777778,0.9976190152704826,0.8787313,1
0.17599004384169803,0.10303383978891824,0.3637460317460318,0.19619714461413165,0.18152778,1
0.8560950465398367,0.8847143452173223,0.8422301587301588,0.9999998344762252,0.97835964,1
0.2825230991486526,0.22250191175749365,0.4091507936507937,0.9801391633854346,0.5810389,1
0.913062278016861,0.9086188682630666,0.8508333333333333,0.9940994042372834,0.94262475,1
0.7611071865440953,0.6338088532619816,0.823809523809524,0.6737571193859095,0.98957974,1
0.40150225371867926,0.5355124056742445,0.39966666666666667,0.03043373681718294,0.7488201,1
0.5261089470059358,0.6211712980244641,0.6558571428571429,0.049863960406224914,0.9280722,1
0.42480682375521833,0.6304459176848555,0.5086666666666667,0.06302067827938003,0.46858454,1
0.7278128414798947,0.7340608638714217,0.7573333333333333,0.9973086201510393,0.97693324,1
0.6394069327763301,0.6729727000324477,0.6897777777777777,0.5564252724361267,0.9385828,1
0.551269246144487,0.6261952050098433,0.5334841269841271,0.9974615902751681,0.8093962,1
0.4449288497179653,0.54552833182765,0.46823809523809523,0.008830335180985466,0.50278634,1
0.6021057561120647,0.5929642176992111,0.6563333333333332,0.01517051790937262,0.8399672,1
0.3244179929765308,0.18252934372938812,0.3058571428571428,0.02435921901145274,0.16099456,1
0.7860870579222137,0.8642345057053457,0.6083333333333334,0.9999990852994634,0.80396396,1
0.7794351972796218,0.8194344720350184,0.84,0.9997567126462304,0.98619705,1
0.7941173871661288,0.8182012631450972,0.8163333333333332,0.9949073402550843,0.9640666,1
0.5191550111138339,0.44627631194694733,0.4329523809523809,0.5457293905783202,0.5415549,1
0.5359463894960269,0.4679960260168066,0.5234444444444446,0.5964107868663806,0.81312776,1
0.5055976478558263,0.5670138539073577,0.6297564102564102,0.036717563026109595,0.96819866,1
0.15934756924783278,0.11734753810005535,0.321952380952381,0.004993376045637902,0.062458534,1
0.08007796096578364,0.2021212253493469,0.21185714285714285,0.003179068066964205,0.025800548,1
0.8332715098608149,0.8634022794838602,0.7839682539682539,0.9875701286729612,0.9584519,1
0.19780733953547053,0.23734883034332488,0.27516666666666667,0.00018214060681035746,0.010525113,1
0.4836934623460247,0.8421315386711673,0.578857142857143,0.9999971377420673,0.08920181,1
0.6611010906412066,0.6676702335709894,0.7155476190476192,0.9565512231813794,0.98978466,1
0.5877602588528824,0.42762403692960355,0.5158333333333335,0.9809932079686955,0.35798585,1
0.6327217370550159,0.582097724035279,0.555547619047619,0.5550139885640843,0.8513603,1
0.4503692894955721,0.5940150369137059,0.668404761904762,0.20095095252534312,0.4000624,1
0.8352434545311719,0.8750274728550487,0.9226666666666666,0.960638718331326,0.9883038,1
0.5530298745562809,0.6968278212128364,0.6239285714285715,0.9981440285723854,0.89673537,1
0.7943676217345895,0.8219873312978997,0.8806666666666665,0.9707540894460135,0.9919642,1
0.5962704541842698,0.7214674716021153,0.5812857142857143,0.9917559794602814,0.8956749,1
0.7047369258094841,0.8260815812576917,0.6568340548340548,0.9997721627346075,0.8766067,1
0.3225915857091533,0.5375597747717368,0.6003809523809523,0.6771774309063217,0.69181514,1
0.7055615637083112,0.7180805752886206,0.7427857142857143,0.9999951061861541,0.9717738,1
0.8492804907156024,0.8917546546734295,0.8799999999999999,0.9999883808089325,0.98060864,1
0.4376345691004484,0.6744984559821425,0.5751428571428572,0.2806612739778738,0.83166224,1
0.2281878270138298,0.3032707256864228,0.5529682539682539,0.7459056696652652,0.73889774,1
0.2954458459037342,0.4316556421739033,0.38785714285714284,0.8784909132107113,0.1812876,1
0.5825375095952134,0.6154801254411955,0.7635238095238095,0.5009215720600452,0.96006364,1
0.5562621221068196,0.5973985994666879,0.5142857142857143,0.8528258169401441,0.36205822,1
0.6296420999232963,0.6879634982626831,0.7235238095238096,0.8887945502167082,0.9821989,1
0.38062265857679,0.43319322209751737,0.5875000000000002,0.6184306464238779,0.6757014,1
0.6346142200376111,0.5529953967773021,0.5261587301587302,0.004935809819223829,0.65513134,1
0.680687818980196,0.6941154410361167,0.7088095238095238,0.9891907381839201,0.83081204,1
0.8342128716155421,0.8536928805791998,0.8580158730158732,0.998370053879591,0.9899866,1
0.5472928688677028,0.6454945724867335,0.5089523809523809,0.9136672824270069,0.68329716,1
0.5799963861558727,0.6902708529410755,0.7459761904761905,0.9905259307070692,0.9790618,1
0.8093443816653314,0.7581358014972253,0.7617619047619048,0.9999994082405568,0.98464847,1
0.7561591891905624,0.7654611090022316,0.8921904761904762,0.9981574080996525,0.9909757,1
0.7886445334369713,0.8167842690194398,0.7770317460317462,0.9988289290395002,0.97369397,1
0.5502419474282791,0.6472502534016054,0.587031746031746,0.08189614569682827,0.5343301,1
0.8779995736734251,0.836932955093904,0.8705238095238096,0.999981633751235,0.99047905,1
0.6097613208368822,0.5249823060687215,0.6377142857142858,0.7147282931356844,0.8825861,1
0.36347979049623586,0.3434249382544845,0.5635555555555555,1.0883352339509384e-07,0.19768442,1
0.9197890595562382,0.8283310486398541,0.882,0.9827383538284209,0.9897927,1
0.34129916054549136,0.28839144556262325,0.34292857142857147,0.5213959323473276,0.41543278,1
0.8478222008254916,0.7654951938823611,0.7138333333333334,0.9984365155167834,0.91311467,1
0.6042150821515359,0.7721734692721056,0.7579365079365078,0.9999757639235178,0.94255483,1
0.4583276880166072,0.5,0.6393809523809524,0.07951916849792148,0.22050792,1
0.809742864511855,0.8509371859860196,0.8273333333333334,0.9951333523106761,0.99521554,1
0.4550969271918762,0.6789199348551838,0.5868333333333333,0.6900472150196301,0.8679528,1
0.5551770548071642,0.6529787309824214,0.5237142857142857,0.7232491910818385,0.81076235,1
0.32677356721388223,0.42157940300071556,0.39607142857142846,0.3795143103524445,0.03571397,1
0.8623838651101619,0.9269488647594687,0.753888888888889,0.9998460512374607,0.9795807,1
0.7205372958833441,0.6999100210458112,0.49847619047619046,0.9989304068932922,0.44706702,1
0.7872214569288554,0.45587157832772984,0.464531746031746,0.9766394402083877,0.91320413,1
0.5437529586667033,0.7733289409179414,0.5096507936507937,0.9998476967930757,0.5721682,1
0.4792846915238472,0.560094555203983,0.5499523809523811,0.6198799076041427,0.5605001,1
0.6151318464692445,0.5187070898747828,0.48288888888888887,0.18701108908636638,0.817517,1
0.7192143250276275,0.6574403379176442,0.8763333333333333,1.1793007888222678e-05,0.9902407,1
0.6263103214709468,0.623256687845129,0.6013333333333333,0.9994977835889389,0.90829396,1
